business_id,business_rating,business_rating_count,category,business_name,score,address,city,url
YZs1gNSh_sN8JmN_nrpxeA,4.5,5455,Barbeque,Terry Black's Barbecue,4.428507089993988,1003 Barton Springs Rd,Austin,https://www.yelp.com/biz/terry-blacks-barbecue-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
YZs1gNSh_sN8JmN_nrpxeA,4.5,5455,Sandwiches,Terry Black's Barbecue,4.428507089993988,1003 Barton Springs Rd,Austin,https://www.yelp.com/biz/terry-blacks-barbecue-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
YZs1gNSh_sN8JmN_nrpxeA,4.5,5455,Southern,Terry Black's Barbecue,4.428507089993988,1003 Barton Springs Rd,Austin,https://www.yelp.com/biz/terry-blacks-barbecue-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
C6QvZLrdEcw3YhKFekFYCw,5.0,569,Carpet Cleaning,Peace Frog Specialty Cleaning,4.371199965069697,501 N Interstate 35 Frontage Rd,Austin,https://www.yelp.com/biz/peace-frog-specialty-cleaning-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
C6QvZLrdEcw3YhKFekFYCw,5.0,569,Grout Services,Peace Frog Specialty Cleaning,4.371199965069697,501 N Interstate 35 Frontage Rd,Austin,https://www.yelp.com/biz/peace-frog-specialty-cleaning-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
C6QvZLrdEcw3YhKFekFYCw,5.0,569,Pressure Washers,Peace Frog Specialty Cleaning,4.371199965069697,501 N Interstate 35 Frontage Rd,Austin,https://www.yelp.com/biz/peace-frog-specialty-cleaning-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
4sfF1paqVfXvzAIdzs6MQg,4.5,2040,Sushi Bars,Uchiko,4.334676080128297,4200 N Lamar Blvd,Austin,https://www.yelp.com/biz/uchiko-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
4sfF1paqVfXvzAIdzs6MQg,4.5,2040,Gluten-Free,Uchiko,4.334676080128297,4200 N Lamar Blvd,Austin,https://www.yelp.com/biz/uchiko-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
4sfF1paqVfXvzAIdzs6MQg,4.5,2040,Japanese,Uchiko,4.334676080128297,4200 N Lamar Blvd,Austin,https://www.yelp.com/biz/uchiko-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
Un6u2cECyV4nZb_HGZ-uTA,4.5,1908,American (New),Tin Shed Garden Cafe,4.325840955665517,1438 NE Alberta St,Portland,https://www.yelp.com/biz/tin-shed-garden-cafe-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
Un6u2cECyV4nZb_HGZ-uTA,4.5,1908,Breakfast & Brunch,Tin Shed Garden Cafe,4.325840955665517,1438 NE Alberta St,Portland,https://www.yelp.com/biz/tin-shed-garden-cafe-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
Un6u2cECyV4nZb_HGZ-uTA,4.5,1908,Coffee & Tea,Tin Shed Garden Cafe,4.325840955665517,1438 NE Alberta St,Portland,https://www.yelp.com/biz/tin-shed-garden-cafe-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
KEh3efWSOIzd8BvuW-X4-g,4.5,1480,Breakfast & Brunch,Phoebe's Diner,4.289337492896095,533 W Oltorf St,Austin,https://www.yelp.com/biz/phoebes-diner-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
KEh3efWSOIzd8BvuW-X4-g,4.5,1480,Diners,Phoebe's Diner,4.289337492896095,533 W Oltorf St,Austin,https://www.yelp.com/biz/phoebes-diner-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
KEh3efWSOIzd8BvuW-X4-g,4.5,1480,American (Traditional),Phoebe's Diner,4.289337492896095,533 W Oltorf St,Austin,https://www.yelp.com/biz/phoebes-diner-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
QdzRS1s0tSltIokm2xV-kA,4.5,1393,Tacos,Border Grill Fresh-Mex,4.279962741940577,5695-A Vineland Rd,Orlando,https://www.yelp.com/biz/border-grill-fresh-mex-orlando-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
PrWSjn4a8o4dHoqKs53GBA,4.5,1324,Breakfast & Brunch,Bird Bird Biscuit,4.271912598353037,2701 Manor Rd,Austin,https://www.yelp.com/biz/bird-bird-biscuit-austin-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
PrWSjn4a8o4dHoqKs53GBA,4.5,1324,Sandwiches,Bird Bird Biscuit,4.271912598353037,2701 Manor Rd,Austin,https://www.yelp.com/biz/bird-bird-biscuit-austin-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
t5EgwRXG6MZSihdqugOSKg,4.5,1296,German,Hollerbach's Willow Tree Cafe,4.268475328575796,205 E 1st St,Sanford,https://www.yelp.com/biz/hollerbachs-willow-tree-cafe-sanford?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
t5EgwRXG6MZSihdqugOSKg,4.5,1296,Beer Gardens,Hollerbach's Willow Tree Cafe,4.268475328575796,205 E 1st St,Sanford,https://www.yelp.com/biz/hollerbachs-willow-tree-cafe-sanford?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
t5EgwRXG6MZSihdqugOSKg,4.5,1296,Sandwiches,Hollerbach's Willow Tree Cafe,4.268475328575796,205 E 1st St,Sanford,https://www.yelp.com/biz/hollerbachs-willow-tree-cafe-sanford?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
J8Ha6yIvGoU-E31jnCq7Ew,4.5,1173,American (New),Barley Swine,4.252061763973387,6555 Burnet Rd,Austin,https://www.yelp.com/biz/barley-swine-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
J8Ha6yIvGoU-E31jnCq7Ew,4.5,1173,Bars,Barley Swine,4.252061763973387,6555 Burnet Rd,Austin,https://www.yelp.com/biz/barley-swine-austin?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
wgvmFqXQYRmMvC6V--ISaA,4.5,1146,American (New),One Flew South,4.248142365628705,6000 N Terminal Pkwy,Atlanta,https://www.yelp.com/biz/one-flew-south-atlanta?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
wgvmFqXQYRmMvC6V--ISaA,4.5,1146,Sushi Bars,One Flew South,4.248142365628705,6000 N Terminal Pkwy,Atlanta,https://www.yelp.com/biz/one-flew-south-atlanta?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
wgvmFqXQYRmMvC6V--ISaA,4.5,1146,Cocktail Bars,One Flew South,4.248142365628705,6000 N Terminal Pkwy,Atlanta,https://www.yelp.com/biz/one-flew-south-atlanta?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
-IIvmjoEKa9Trhf4OxzJeA,4.5,1123,Bakeries,Caroline,4.244704546287138,621 Congress Ave,Austin,https://www.yelp.com/biz/caroline-austin-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
-IIvmjoEKa9Trhf4OxzJeA,4.5,1123,American (New),Caroline,4.244704546287138,621 Congress Ave,Austin,https://www.yelp.com/biz/caroline-austin-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
-IIvmjoEKa9Trhf4OxzJeA,4.5,1123,Breakfast & Brunch,Caroline,4.244704546287138,621 Congress Ave,Austin,https://www.yelp.com/biz/caroline-austin-2?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
0WqROvvlHjvpeHIP0fg9EQ,4.5,1063,Burgers,PDX Sliders,4.235278252611586,1605 SE Bybee Blvd,Portland,https://www.yelp.com/biz/pdx-sliders-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
0WqROvvlHjvpeHIP0fg9EQ,4.5,1063,Food Trucks,PDX Sliders,4.235278252611586,1605 SE Bybee Blvd,Portland,https://www.yelp.com/biz/pdx-sliders-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
0WqROvvlHjvpeHIP0fg9EQ,4.5,1063,Sandwiches,PDX Sliders,4.235278252611586,1605 SE Bybee Blvd,Portland,https://www.yelp.com/biz/pdx-sliders-portland?adjust_creative=3dS4hs9HZNj_ViqxfsLk_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=3dS4hs9HZNj_ViqxfsLk_g
